date;artistName;daily_listening_count
2024-11-16;Saint Motel;1
2024-11-16;Haluk Levent;1
2024-11-16;Jethro Tull;1
2024-11-16;Cage The Elephant;1
2024-11-16;Jacques Brel;1
2024-11-16;Brek;1
2024-11-16;Lady Gaga;1
2024-11-16;Nev;1
2024-11-16;Ti.po.ta;1
2024-11-16;Bob Seger;1
2024-11-16;The Taxpayers;1
2024-11-16;Eski Liman;1
2024-11-16;Mark Lanegan;1
2024-11-16;Tame Impala;1
2024-11-16;Portishead;1
2024-11-16;Melanie;1
2024-11-16;Shivaree;1
2024-11-16;René Aubry;2
2024-11-16;Ouzo Bazooka;1
2024-11-16;Rolando Alarcon;1
2024-11-16;Cem Karaca;1
2024-11-16;Big John K;1
2024-11-16;Jacky Terrasson;1
2024-11-16;Scarlet Pleasure;1
2024-11-16;Flört;1
2024-11-16;Uğur Yücel;1
2024-11-16;Zaz;1
2024-11-16;Tove Lo;1
2024-11-16;Liza Minnelli;1
2024-11-16;LSDXOXO;1
2024-11-16;Robi;1
2024-11-16;Tuğkan;1
2024-11-16;Duman;1
2024-11-16;Brooksie;1
2024-11-16;Demon Fuzz;1
2024-11-17;Oasis;3
2024-11-17;Melanie De Biasio;1
2024-11-17;Margo Guryan;1
2024-11-17;Joana Machado;1
2024-11-17;The Who;1
2024-11-17;Umay Umay;2
2024-11-17;Üç nokta Bir;1
2024-11-17;Micatone;1
2024-11-17;Mich Gerber;1
2024-11-17;Flört;2
2024-11-17;Açık Seçik Aşk Bandosu;1
2024-11-17;Mes;2
2024-11-17;Murathan Mert;1
2024-11-17;Büyük Ev Ablukada;12
2024-11-17;Selin Çıngır;1
2024-11-17;Siyasiyabend;1
2024-11-17;Fâné;2
2024-11-17;Vina Sergi;1
2024-11-17;George Mgrdichian;1
2024-11-17;David Bowie;1
2024-11-17;J.J. Cale;1
2024-11-17;Rolando Alarcon;3
2024-11-17;Ural Cossacks Choir;1
2024-11-17;Gitano Family;1
2024-11-17;Viguela;1
2024-11-17;The Red Army Choir;1
2024-11-18;Joan Baez;1
2024-11-18;Snowy White;1
2024-11-18;Alice Cooper;1
2024-11-18;Orchestral Manoeuvres In The Dark;1
2024-11-18;Moriarty;1
2024-11-18;La Femme;2
2024-11-18;Vega;1
2024-11-18;Liquid Gold;1
2024-11-18;Pitbull;1
2024-11-18;Joe Cocker;1
2024-11-18;Radiohead;1
2024-11-18;Dua Lipa;1
2024-11-18;Gözyaşı Çetesi;1
2024-11-18;TV Girl;1
2024-11-18;Led Zeppelin;1
2024-11-18;Morrissey;1
2024-11-18;Erkin Koray;1
2024-11-18;0-100 seirene;1
2024-11-18;Monophonics;1
2024-11-18;Robi;1
2024-11-18;Robert Plant;1
2024-11-18;Hardal;1
2024-11-18;Vendredi sur Mer;1
2024-11-18;Palmiyeler;1
2024-11-18;The Stranglers;1
2024-11-18;Sexy Sushi;1
2024-11-18;Ozzy Osbourne;1
2024-11-18;Black Sabbath;1
2024-11-18;Tanju Okan;1
2024-11-18;alt-J;1
2024-11-18;Al Di Meola;1
2024-11-18;Bauhaus;1
2024-11-18;Neil Young;1
2024-11-18;Aquarium;1
2024-11-18;✧BRAINDAAMAGE✧;1
2024-11-18;Mia Martini;1
2024-11-18;berlioz;1
2024-11-18;Jimmy Whoo;1
2024-11-18;Dario Moreno;1
2024-11-19;Fenerbahçe Taraftar Korosu;1
2024-11-19;Rodríguez;1
2024-11-19;Redd;1
2024-11-19;Roger Waters;1
2024-11-19;Variété Française;1
2024-11-19;Hole;1
2024-11-19;David Bowie;1
2024-11-19;çatıkatı;1
2024-11-19;George Semper;1
2024-11-19;Wings;1
2024-11-19;Lou Donaldson;1
2024-11-19;Najoua Belyzel;1
2024-11-19;The Tiger Lillies;1
2024-11-19;Gary Moore;1
2024-11-19;Dire Straits;1
2024-11-19;Journers;1
2024-11-19;Bob Dylan;1
2024-11-19;Liza Minnelli;1
2024-11-19;Bo Burnham;2
2024-11-19;Eagles;1
2024-11-19;Locomondo;1
2024-11-19;Les Yeux Noirs;1
2024-11-19;0-100 seirene;1
2024-11-19;Blur;1
2024-11-19;Modern Folk Üçlüsü;1
2024-11-19;Sugarloaf;1
2024-11-19;Pan Pan;2
2024-11-19;Arleta;1
2024-11-19;Portugal. The Man;1
2024-11-19;The Whitest Boy Alive;1
2024-11-19;Richie Havens;1
2024-11-20;Soap&Skin;1
2024-11-20;Vina Sergi;3
2024-11-20;Luciano Pavarotti;1
2024-11-20;Ozan Ünlü;1
2024-11-20;Kalben;1
2024-11-20;Gülce Duru;4
2024-11-20;Selin Çıngır;1
2024-11-20;Açık Seçik Aşk Bandosu;1
2024-11-20;Mazhar Alanson;1
2024-11-20;Siyasiyabend;4
2024-11-20;Yavuz Çetin;4
2024-11-20;Umay Umay;1
2024-11-20;Kesmeşeker;3
2024-11-20;Yüzyüzeyken Konuşuruz;1
2024-11-20;Feyyaz Yigit;2
2024-11-20;Kerim Çaplı;1
2024-11-20;Vega;1
2024-11-20;Mehmet Güreli;1
2024-11-20;Alice Cooper;1
2024-11-20;Titanic;1
2024-11-20;La Femme;1
2024-11-20;Pink Martini;1
2024-11-20;The Clash;1
2024-11-20;Inti-Illimani;1
2024-11-20;Grup Yorum;1
2024-11-20;Duman;1
2024-11-20;Jefferson Airplane;1
2024-11-20;Marcoca;1
2024-11-20;Vanessa Paradis;1
2024-11-20;Vincent Peirani;1
2024-11-20;The Rolling Stones;1
2024-11-20;Elton John;1
2024-11-20;Mad Season;2
2024-11-20;Icona Pop;1
2024-11-20;Teoman;1
2024-11-20;Air;1
2024-11-20;David Bowie;1
2024-11-20;Roxy Music;1
2024-11-20;Parov Stelar;1
2024-11-20;Arthur H;1
2024-11-20;Urias;1
2024-11-20;Variété Française;1
2024-11-20;Yeni Türkü;1
2024-11-20;Minnie Riperton;1
2024-11-20;Grant Lee Buffalo;1
2024-11-20;Alice Phoebe Lou;1
2024-11-20;Frédéric Chopin;1
2024-11-20;Helldorado;1
2024-11-20;Oasis;1
2024-11-20;I Monster;1
2024-11-20;George Dalaras;1
2024-11-20;Fâné;1
2024-11-20;Waldeck;1
2024-11-20;Galt MacDermot;1
2024-11-20;Pentagram;1
2024-11-21;Depeche Mode;1
2024-11-21;Ben Webster;1
2024-11-21;Canozan;1
2024-11-21;Barış Diri;1
2024-11-21;İhtiyaç Molası;1
2024-11-21;Gaëtan Roussel;1
2024-11-21;Kesmeşeker;2
2024-11-21;Michelle Gurevich;1
2024-11-21;Joy Division;1
2024-11-21;Bulutsuzluk Özlemi;1
2024-11-21;Pentagram;1
2024-11-21;Neil Young;1
2024-11-21;Bob Dylan;1
2024-11-21;Tülay German;1
2024-11-21;Mozart Opera Rock;1
2024-11-21;Tame Impala;1
2024-11-21;Only Fire;1
2024-11-21;Dire Straits;1
2024-11-21;Michael Jackson;1
2024-11-21;The Neighbourhood;1
2024-11-21;Kadebostany;1
2024-11-21;Kid Francescoli;1
2024-11-21;MEG MYERS;1
2024-11-21;Camp Claude;2
2024-11-21;Ruth;1
2024-11-21;Hole;1
2024-11-21;Mitski;1
2024-11-21;Daft Punk;3
2024-11-21;La Femme;3
2024-11-21;Juniore;1
2024-11-21;Papooz;1
2024-11-21;Isaac Delusion;1
2024-11-21;Soko;1
2024-11-21;Reymour;2
2024-11-21;Jimmy Whoo;2
2024-11-21;Sexy Sushi;1
2024-11-21;The Dø;2
2024-11-21;Magnetic Ensemble;1
2024-11-21;Film Noir;2
2024-11-21;Dolu Kadehi Ters Tut;5
2024-11-21;Duman;1
2024-11-21;Kalben;2
2024-11-21;Hayko Cepkin;1
2024-11-21;Pinhani;1
2024-11-21;French 79;1
2024-11-21;Galatée;1
2024-11-21;Noir Désir;1
2024-11-21;Leonard Cohen;2
2024-11-22;The Dø;1
2024-11-22;The Moody Blues;1
2024-11-22;The Smiths;16
2024-11-22;Palmiyeler;39
2024-11-22;Ski Aggu;1
2024-11-22;Lou Reed;2
2024-11-22;America;2
2024-11-22;Joost;1
2024-11-22;Dusty Springfield;2
2024-11-22;Rodríguez;1
2024-11-22;The Doors;2
2024-11-22;Camille Jansen;1
2024-11-22;The Rolling Stones;1
2024-11-22;Cem Karaca;5
2024-11-22;Ahmet Kaya;3
2024-11-22;Hayko Cepkin;3
2024-11-22;Pinhani;1
2024-11-22;mor ve ötesi;5
2024-11-22;Bulutsuzluk Özlemi;1
2024-11-22;Duman;2
2024-11-22;Son Feci Bisiklet;1
2024-11-22;Mehmet Güreli;1
2024-11-22;Tuna Kiremitçi;1
2024-11-22;Pierre Cavalli;1
2024-11-22;Saun & Starr;1
2024-11-22;Barcelona Gipsy Klezmer Orchestra;1
2024-11-22;Hindi Zahra;4
2024-11-22;Bobby Womack;1
2024-11-22;Waldeck;1
2024-11-22;Piero Umiliani;3
2024-11-22;Gülce Duru;1
2024-11-22;Ilhan Ersahin;1
2024-11-22;Menahan Street Band;3
2024-11-22;Tchan-Tchou Vidal;1
2024-11-22;Parov Stelar;2
2024-11-22;Melanie De Biasio;1
2024-11-22;Iyeoka;1
2024-11-22;Jay-Jay Johanson;2
2024-11-22;Vincent Peirani;1
2024-11-22;Cortex;2
2024-11-22;Alberto Baldan Bembo;3
2024-11-22;Ibrahim Maalouf;1
2024-11-22;Anouar Brahem;1
2024-11-22;Mulatu Astatke;1
2024-11-22;Frank Sinatra;1
2024-11-22;Kovacs;2
2024-11-22;Micatone;1
2024-11-22;Roy Ayers;1
2024-11-22;The Olympians;1
2024-11-22;Ahmed Malek;1
2024-11-22;Yom;1
2024-11-22;Kesmeşeker;1
2024-11-22;I Marc 4;1
2024-11-22;La Femme;5
2024-11-22;Goran Bregović;2
2024-11-22;Pink Floyd;2
2024-11-22;Daft Punk;5
2024-11-22;Portishead;1
2024-11-22;Radiohead;3
2024-11-22;Flört;1
2024-11-22;Dire Straits;1
2024-11-22;Led Zeppelin;2
2024-11-22;Fleetwood Mac;1
2024-11-22;Stanisław Słowiński;1
2024-11-22;Kaan Tangöze;1
2024-11-22;The Cure;2
2024-11-22;Patti Smith;1
2024-11-22;Fugazi;1
2024-11-22;PJ Harvey;7
2024-11-22;Blonde Redhead;1
2024-11-22;Air;3
2024-11-22;Weyes Blood;1
2024-11-22;Morphine;2
2024-11-22;Michelle Gurevich;1
2024-11-22;Nouvelle Vague;1
2024-11-22;Massive Attack;1
2024-11-22;The Velvet Underground;1
2024-11-22;Björk;1
2024-11-23;The Velvet Underground;1
2024-11-23;Alexandra Epitheti;5
2024-11-23;N'Cheezed;1
2024-11-23;Ena Tsigaro Sta Mpam;3
2024-11-23;Xatzifrageta;1
2024-11-23;Melentini;2
2024-11-23;Fâné;1
2024-11-23;Pan Pan;2
2024-11-23;capétte;1
2024-11-23;The Bad Poetry Social Club;1
2024-11-23;Usurum;1
2024-11-23;Vina Sergi;1
2024-11-23;Pink Floyd;5
2024-11-23;Sakin;1
2024-11-23;Rolando Alarcon;2
2024-11-23;Radiohead;2
2024-11-23;La Femme;1
2024-11-23;David Bowie;3
2024-11-23;Ruth;2
2024-11-23;Wax Poetic;5
2024-11-23;Goran Bregović;1
2024-11-23;MPL;1
2024-11-23;Yves Simon;1
2024-11-23;Air;1
2024-11-23;The Doors;5
2024-11-23;Flört;1
2024-11-23;Björk;2
2024-11-23;Cage The Elephant;1
2024-11-23;Portishead;2
2024-11-23;Juniore;1
2024-11-23;PJ Harvey;3
2024-11-23;Patrick Watson;1
2024-11-23;Istanbul Sessions;3
2024-11-23;Joy Division;2
2024-11-23;Michelle Gurevich;2
2024-11-23;Leonard Cohen;3
2024-11-23;I Monster;2
2024-11-23;Jay-Jay Johanson;3
2024-11-23;mor ve ötesi;1
2024-11-23;Büyük Ev Ablukada;1
2024-11-23;The Dø;3
2024-11-23;Fleetwood Mac;1
2024-11-23;Massive Attack;1
2024-11-23;Monika;1
2024-11-23;Dury Dava;1
2024-11-23;Film Noir;1
2024-11-23;Nancy Sinatra;1
2024-11-23;Still Corners;1
2024-11-23;Lady Gaga;1
2024-11-23;Bülent Ortaçgil;1
2024-11-23;Tuğrul Karataş;1
2024-11-23;Mes;2
2024-11-23;Mirkelam;1
2024-11-23;Led Zeppelin;1
2024-11-23;Cortex;1
2024-11-23;Dire Straits;1
2024-11-23;Papooz;1
2024-11-23;Rodríguez;1
2024-11-23;Yavuz Çetin;1
2024-11-23;Pixies;1
2024-11-23;Malik Djoudi;1
2024-11-23;Δεσποινίς Τρίχρωμη;1
2024-11-23;Chapelier Fou;1
2024-11-23;Alice Cooper;1
2024-11-23;Sexy Sushi;1
2024-11-23;Oi Va Voi;1
2024-11-23;The Cure;1
2024-11-23;Morcheeba;1
2024-11-24;Papooz;1
2024-11-24;Büyük Ev Ablukada;13
2024-11-24;Lin Pesto;2
2024-11-24;Flört;2
2024-11-24;Siyasiyabend;1
2024-11-24;Kesmeşeker;1
2024-11-24;Henry The Lee;1
2024-11-24;Yavuz Çetin;1
2024-11-24;TurkodiRoma;1
2024-11-24;Yüzyüzeyken Konuşuruz;2
2024-11-24;Kalben;1
2024-11-24;uclercagri;1
2024-11-24;Vega;1
2024-11-24;Pinhani;1
2024-11-24;Hindi Zahra;1
2024-11-24;berlioz;2
2024-11-24;Vincent Peirani;1
2024-11-24;Marion Black;2
2024-11-24;Nil Karaibrahimgil;2
2024-11-24;Model;4
2024-11-24;The Stranglers;1
2024-11-24;Supertramp;1
2024-11-24;Pink Floyd;2
2024-11-24;The Velvet Underground;1
2024-11-24;Cream;1
2024-11-24;Leonard Cohen;1
2024-11-24;John Lennon;1
2024-11-24;Wallace Collection;1
2024-11-24;Brigitte Bardot;1
2024-11-24;The Alan Parsons Project;1
2024-11-24;Mes;1
2024-11-24;Cortex;2
2024-11-24;0-100 seirene;1
2024-11-24;Air;1
2024-11-24;The Doors;1
2024-11-24;Björk;1
2024-11-24;Wax Poetic;4
2024-11-24;Micatone;1
2024-11-24;Nouvelle Vague;1
2024-11-24;Yom;1
2024-11-24;Iyeoka;1
2024-11-24;Galt MacDermot;1
2024-11-24;Saun & Starr;1
2024-11-25;Micatone;2
2024-11-25;Fâné;1
2024-11-25;Vina Sergi;1
2024-11-25;Chris Isaak;1
2024-11-25;Jay-Jay Johanson;1
2024-11-25;Joy Division;1
2024-11-25;David Bowie;3
2024-11-25;The Cure;1
2024-11-25;Leonard Cohen;1
2024-11-25;Michelle Gurevich;2
2024-11-25;Palatine;1
2024-11-25;Peyk;1
2024-11-25;The Smiths;1
2024-11-25;La Femme;1
2024-11-25;Benjamin Clementine;1
2024-11-25;Pink Floyd;1
2024-11-25;Zeki Müren;3
2024-11-25;Alberto Baldan Bembo;1
2024-11-25;Pavlov's Dog;1
2024-11-25;Black Sabbath;1
2024-11-25;Yom;1
2024-11-25;Gorillaz;1
2024-11-25;Dionysis Savvopoulos;5
2024-11-25;Lavrentis Machairitsas;2
2024-11-25;Dio;2
2024-11-25;Mister Modo;1
2024-11-25;Papooz;1
2024-11-25;Hermanos Gutiérrez;1
2024-11-25;Menahan Street Band;2
2024-11-25;Gizmo Varillas;1
2024-11-25;George Dalaras;1
2024-11-25;Waldeck;3
2024-11-25;Chinese Man;1
2024-11-25;The Orion Experience;1
2024-11-25;The Cancel;1
2024-11-25;The Herbaliser;6
2024-11-25;Hindi Zahra;6
2024-11-25;Loopa Scava;1
2024-11-25;Iyeoka;1
2024-11-25;Warhaus;1
2024-11-25;The Gentle Waves;1
2024-11-25;Parov Stelar;2
2024-11-25;Isaac Delusion;1
2024-11-25;Galt MacDermot;1
2024-11-25;Portishead;3
2024-11-25;Phoebe Killdeer;1
2024-11-25;TM Juke;2
2024-11-25;Camp Claude;1
2024-11-25;Air;3
2024-11-25;Jitwam;1
2024-11-25;Quantic;1
2024-11-25;Jon Kennedy;5
2024-11-25;Boozoo Bajou;4
2024-11-25;DARGZ;1
2024-11-25;Noir Désir;1
2024-11-25;Thievery Corporation;1
2024-11-25;Monster Rally;1
2024-11-25;Oi Va Voi;1
2024-11-25;Mr. Scruff;1
2024-11-25;Emapea;1
2024-11-25;9 Lazy 9;1
2024-11-25;Funki Porcini;1
2024-11-26;Parov Stelar;4
2024-11-26;Jon Kennedy;1
2024-11-26;Onra;1
2024-11-26;Hindi Zahra;1
2024-11-26;Air;1
2024-11-26;Margo Guryan;1
2024-11-26;Käärijä;3
2024-11-26;Ski Aggu;2
2024-11-26;ZAPRAVKA;1
2024-11-26;Chappell Roan;1
2024-11-26;Billie Eilish;1
2024-11-26;Ian Carey Project;1
2024-11-26;Joost;1
2024-11-26;Charli xcx;3
2024-11-26;Daft Punk;2
2024-11-26;Lemongrass;1
2024-11-26;Wax Tailor;1
2024-11-26;L'Impératrice;2
2024-11-26;Jay-Jay Johanson;1
2024-11-26;Chelou;1
2024-11-26;DARKSIDE;1
2024-11-26;Still Corners;2
2024-11-26;Nilüfer Yanya;1
2024-11-26;La Femme;1
2024-11-26;Metronomy;1
2024-11-26;Moderator;1
2024-11-26;The Greenhornes;1
2024-11-26;Skinshape;1
2024-11-26;LEISURE;1
2024-11-26;Warhaus;2
2024-11-26;Nouvelle Vague;1
2024-11-26;Cortex;1
2024-11-26;Alberto Baldan Bembo;1
2024-11-26;Dionysis Savvopoulos;1
2024-11-26;Alexandra Epitheti;6
2024-11-26;The Bad Poetry Social Club;2
2024-11-26;Pan Pan;1
2024-11-26;Reymour;2
2024-11-26;Jolly Roger;1
2024-11-26;Siyasiyabend;1
2024-11-27;Siyasiyabend;2
2024-11-27;Alexandra Epitheti;9
2024-11-27;Ena Tsigaro Sta Mpam;5
2024-11-27;Xatzifrageta;5
2024-11-27;Fivos Delivorias;3
2024-11-27;Melentini;2
2024-11-27;capétte;2
2024-11-27;N'Cheezed;1
2024-11-27;Fâné;2
2024-11-27;Pan Pan;3
2024-11-27;Vina Sergi;1
2024-11-27;λάμδα /Lamda;1
2024-11-27;Usurum;1
2024-11-27;The Bad Poetry Social Club;2
2024-11-27;K. BHTA;1
2024-11-27;Maria Papageorgiou;1
2024-11-27;ολίνα;1
2024-11-27;Parov Stelar;2
2024-11-27;Warhaus;2
2024-11-27;Nouvelle Vague;1
2024-11-27;Cortex;1
2024-11-27;Alberto Baldan Bembo;1
2024-11-27;Reymour;1
2024-11-27;Kesmeşeker;1
2024-11-27;Mes;1
2024-11-27;Blues Pills;1
2024-11-27;David Bowie;2
2024-11-27;Tim Hardin;1
2024-11-27;Pink Floyd;1
2024-11-27;Nur Yoldas;1
2024-11-27;Flört;1
2024-11-27;George Dalaras;1
2024-11-27;UFO;1
2024-11-27;Locomondo;1
2024-11-27;Paolo Nutini;1
2024-11-27;Daniel Lavoie;1
2024-11-27;Padme;1
2024-11-27;Mademoiselle K;1
2024-11-27;Bülent Ortaçgil;1
2024-11-27;Giannis Parios;1
2024-11-27;Delphine Dupont;1
2024-11-27;A Toys Orchestra;1
2024-11-27;Haggard;1
2024-11-27;Blood, Sweat & Tears;1
2024-11-27;Barenaked Ladies;1
2024-11-27;Margo Guryan;1
2024-11-27;Jean Gabin;1
2024-11-27;Hula Hi-Fi;2
2024-11-27;Urge Overkill;1
2024-11-27;The Human League;1
2024-11-27;Alice Cooper;1
2024-11-27;W.A.S.P.;1
2024-11-27;Lake Street Dive;1
2024-11-27;Creedence Clearwater Revival;1
2024-11-27;Grand Soleil;1
2024-11-27;Cream;1
2024-11-27;Journers;1
2024-11-27;Oi Va Voi;2
2024-11-27;Elita;1
2024-11-27;Yusef Lateef;1
2024-11-27;Only Fire;1
2024-11-27;Black Sabbath;1
2024-11-27;Amy Macdonald;1
2024-11-27;Goran Bregović;1
2024-11-27;Joan Jett & the Blackhearts;1
2024-11-27;Sakin;1
2024-11-27;Lady Gaga;1
2024-11-27;Egemen Akkol;1
2024-11-27;Rainbow;1
2024-11-27;Led Zeppelin;1
2024-11-28;The Cult;1
2024-11-28;Pat Benatar;1
2024-11-28;Mr. Oizo;1
2024-11-28;Michael Jackson;1
2024-11-28;Stavros Lantsias;1
2024-11-28;Cage The Elephant;1
2024-11-28;dEUS;1
2024-11-28;Kesmeşeker;1
2024-11-28;çatıkatı;1
2024-11-28;Air;1
2024-11-28;Grigoris Bithikotsis;1
2024-11-28;Melanie;1
2024-11-28;Bronski Beat;1
2024-11-28;Rodrigo Leão;1
2024-11-28;Malcolm McLaren;1
2024-11-28;Radical Face;1
2024-11-28;The Be Good Tanyas;1
2024-11-28;AC/DC;1
2024-11-28;Erkin Koray;1
2024-11-28;Scorpions;1
2024-11-28;David Gilmour;1
2024-11-28;Daft Punk;1
2024-11-28;Nightmare;1
2024-11-28;Lady Gaga;1
2024-11-28;Rammstein;1
2024-11-28;Özdemir Erdoğan;2
2024-11-28;Yom;1
2024-11-28;Bobby Hebb;1
2024-11-28;Bill Withers;1
2024-11-28;Cortex;1
2024-11-28;Lelio Luttazzi;1
2024-11-28;Rudolph Johnson;1
2024-11-28;Piero Umiliani;2
2024-11-29;Amy Winehouse;1
2024-11-29;Charli xcx;2
2024-11-29;Chappell Roan;1
2024-11-29;Özdemir Erdoğan;5
2024-11-29;Mehmet Güreli;1
2024-11-29;Kalben;2
2024-11-29;Ayla Dikmen;1
2024-11-29;Barış Manço;1
2024-11-29;Baba Zula;1
2024-11-29;Nur Yoldas;1
2024-11-29;Ahmet Kaya;1
2024-11-29;Dolu Kadehi Ters Tut;1
2024-11-29;Son Feci Bisiklet;2
2024-11-29;Ayten Alpman;2
2024-11-29;mor ve ötesi;1
2024-11-29;Dario Moreno;1
2024-11-29;Nilüfer;1
2024-11-29;Yüzyüzeyken Konuşuruz;1
2024-11-29;Xatzifrageta;2
2024-11-29;Quantic;1
2024-11-29;Galt MacDermot;1
2024-11-29;Blur;1
2024-11-29;Eleni Karaindrou;1
2024-11-29;I Monster;1
2024-11-29;Nightmares On Wax;1
2024-11-29;Dua Lipa;2
2024-11-29;Sam Quealy;4
2024-11-29;The Doors;1
2024-11-29;Pierre Cavalli;1
2024-11-29;La Femme;30
2024-11-29;Sexy Sushi;1
2024-11-29;Galatée;1
2024-11-29;Iliona;1
2024-11-29;Magnetic Ensemble;1
2024-11-29;Reymour;1
2024-11-29;Billy Idol;1
2024-11-29;Blue Öyster Cult;1
2024-11-29;Goran Bregović;1
2024-11-29;Колибри;1
2024-11-29;Jake Shears;1
2024-11-29;anna RF;1
2024-11-29;Brazzaville;1
2024-11-29;Jimi Hendrix;1
2024-11-29;L'Impératrice;1
2024-11-29;Koma Wetan;1
2024-11-29;BADBADNOTGOOD;1
2024-11-29;Camp Claude;1
2024-11-29;Peyk;1
2024-11-29;Cage The Elephant;1
2024-11-29;Lake Street Dive;1
2024-11-29;Sohodolls;1
2024-11-29;The Tiger Lillies;1
2024-11-29;Palmiyeler;19
2024-11-29;The Smiths;8
2024-11-29;Teoman;2
2024-11-29;Adamlar;1
2024-11-29;Nil Karaibrahimgil;1
2024-11-30;Xatzifrageta;1
2024-11-30;Lucas Figueiredo Santana;1
2024-11-30;Patti Smith;1
2024-11-30;Simple Minds;1
2024-11-30;Demon Fuzz;1
2024-11-30;The Zombies;1
2024-11-30;Air;1
2024-11-30;Steve Vai;1
2024-11-30;Blur;1
2024-11-30;Lady Gaga;1
2024-11-30;Arcade Fire;1
2024-11-30;Üç nokta Bir;1
2024-11-30;Robbie Williams;1
2024-11-30;TV Girl;1
2024-11-30;Noriel Vilela;2
2024-11-30;Flört;2
2024-11-30;Porcupine Tree;2
2024-11-30;Haramiler;1
